purchase,coupon,age,months,app_open,loyalty
11905.0,0,35.8,25,3.0,-0.668
62868.0,1,23.6,25,12.0,0.992
34557.0,0,47.6,31,7.0,-0.175
42317.0,0,49.3,21,6.0,-0.756
56508.0,1,18.5,26,15.0,0.537
30937.0,0,47.8,23,2.0,-0.898
53727.0,1,29.9,18,9.0,0.028
53122.0,1,46.6,15,8.0,-0.009
57656.0,1,37.3,21,13.0,1.086
50965.0,1,38.3,28,16.0,0.475
53600.0,0,36.1,27,11.0,-0.025
61288.0,1,50.1,24,13.0,0.818
72181.0,1,25.6,30,20.0,1.39
35694.0,1,44.1,21,14.0,0.558
44964.0,0,49.0,12,8.0,0.01
16913.0,0,45.2,21,1.0,-1.312
34499.0,0,61.2,20,5.0,-1.065
45054.0,0,32.7,19,4.0,-0.305
57635.0,1,47.6,33,8.0,-0.61
33892.0,0,36.9,19,6.0,-0.187
47924.0,1,50.3,33,11.0,0.057
54381.0,1,37.9,29,11.0,0.53
36776.0,0,34.1,30,8.0,-0.07
62626.0,1,51.1,20,11.0,0.487
48276.0,1,33.1,29,7.0,0.064
19151.0,0,23.9,20,0.0,-1.975
37114.0,0,32.8,21,5.0,-0.939
44826.0,0,44.2,31,3.0,-0.144
25631.0,0,51.9,23,0.0,-1.21
51262.0,0,39.1,22,10.0,0.6
60497.0,1,51.2,20,15.0,1.531
58052.0,0,24.4,23,18.0,1.219
52749.0,1,33.6,25,9.0,-0.213
52056.0,0,35.1,20,18.0,1.491
36353.0,1,36.9,20,8.0,0.149
41275.0,0,38.8,24,9.0,-0.337
34533.0,0,44.9,35,1.0,-0.613
40157.0,0,33.6,21,10.0,-0.302
41714.0,0,39.4,18,4.0,-0.388
30428.0,0,37.5,28,8.0,0.17
53857.0,1,28.7,24,8.0,0.161
35509.0,0,36.9,25,6.0,0.003
52849.0,1,36.6,25,14.0,0.437
56965.0,1,36.3,26,17.0,1.191
55027.0,1,38.3,25,16.0,0.95
40246.0,0,38.8,22,0.0,-1.485
20459.0,1,33.7,31,0.0,-2.554
66958.0,0,50.7,33,15.0,0.934
27651.0,0,26.3,23,0.0,-1.367
44981.0,0,30.8,19,4.0,-0.225
41668.0,1,65.8,26,3.0,-1.17
25055.0,0,27.6,31,0.0,-1.802
58124.0,0,24.5,24,9.0,0.541
60064.0,1,45.3,28,9.0,0.759
53447.0,0,17.2,26,6.0,-0.577
23639.0,0,35.6,37,0.0,-2.591
34347.0,0,59.5,34,3.0,-0.546
48972.0,1,22.6,25,11.0,0.392
27257.0,0,18.2,24,1.0,-1.479
48308.0,0,23.0,40,7.0,0.183
51459.0,0,47.0,24,7.0,-0.015
62815.0,1,49.2,24,10.0,0.579
32189.0,0,32.9,12,11.0,0.12
43397.0,0,44.8,19,5.0,-0.973
60270.0,1,51.9,24,15.0,1.197
39411.0,0,55.9,17,5.0,-0.159
40310.0,0,35.5,29,7.0,-0.027
37217.0,0,15.0,27,1.0,-0.933
35313.0,0,29.8,20,3.0,-0.443
28034.0,0,33.7,23,2.0,-0.885
40145.0,0,35.4,30,8.0,-0.173
54501.0,1,36.1,28,19.0,1.712
22878.0,0,49.2,22,0.0,-1.372
17632.0,0,50.7,25,0.0,-1.614
58643.0,0,36.3,17,17.0,1.471
51849.0,1,49.0,22,4.0,-0.209
43539.0,0,41.6,33,4.0,-0.669
70630.0,1,38.6,25,13.0,1.04
50964.0,1,47.1,28,2.0,-0.606
65992.0,1,38.7,26,20.0,1.826
58974.0,1,58.6,23,11.0,0.678
36127.0,0,23.6,22,6.0,-0.488
51307.0,0,32.8,17,23.0,2.157
25804.0,0,36.7,15,2.0,-0.606
54426.0,1,42.4,16,13.0,0.742
51110.0,1,50.7,20,6.0,0.299
68883.0,1,37.8,31,19.0,1.302
64314.0,0,23.8,20,15.0,1.562
33082.0,0,46.4,28,7.0,0.032
41240.0,0,45.5,25,6.0,-0.753
49036.0,0,18.6,25,10.0,0.46
44049.0,1,38.0,21,2.0,-0.678
75710.0,0,22.1,27,22.0,2.013
47298.0,1,31.4,24,10.0,0.137
52027.0,1,29.0,24,5.0,-0.365
41515.0,0,46.1,26,8.0,0.185
24444.0,1,39.2,25,0.0,-1.347
35442.0,0,25.1,28,2.0,-0.972
57575.0,0,46.8,24,11.0,1.2
34660.0,0,23.7,13,4.0,-0.657
48276.0,0,41.3,22,5.0,-1.047
58167.0,1,29.9,34,9.0,0.537
62577.0,1,34.3,21,14.0,1.186
48230.0,0,43.0,29,10.0,0.719
46135.0,1,43.2,20,15.0,0.996
37144.0,0,51.4,24,6.0,-0.757
40550.0,1,37.2,31,2.0,-1.422
62292.0,0,41.1,32,15.0,1.501
48083.0,1,33.6,32,7.0,-0.323
55475.0,1,39.8,19,9.0,-0.251
72410.0,0,42.4,23,17.0,1.328
59758.0,1,37.0,34,12.0,0.556
48726.0,0,20.0,23,10.0,0.456
59128.0,0,41.3,24,21.0,2.165
36383.0,1,41.6,28,7.0,-0.644
52268.0,0,31.2,22,14.0,0.928
39939.0,1,25.2,25,6.0,0.057
55425.0,1,52.8,25,9.0,0.269
81572.0,1,42.9,21,20.0,1.528
64893.0,1,35.7,20,12.0,0.508
51705.0,0,26.6,25,11.0,0.538
63073.0,0,29.8,26,13.0,1.073
36346.0,0,51.0,23,8.0,-0.365
46449.0,0,39.4,23,6.0,-0.839
19141.0,0,32.5,25,4.0,-1.045
29471.0,0,43.1,25,0.0,-1.966
75018.0,1,29.9,23,20.0,2.056
26566.0,0,53.0,18,0.0,-1.103
44904.0,1,51.5,21,6.0,-0.221
35104.0,1,33.3,26,6.0,-0.277
39013.0,0,31.7,25,13.0,0.307
39733.0,0,11.8,33,15.0,0.816
62643.0,1,23.2,27,14.0,0.86
48837.0,1,24.6,26,2.0,-0.583
29503.0,1,39.4,28,4.0,-0.167
67208.0,1,34.7,33,10.0,0.283
40302.0,0,24.5,27,8.0,-0.249
71785.0,1,35.2,38,17.0,1.607
42670.0,1,43.1,24,15.0,0.491
67377.0,1,43.3,21,10.0,0.735
50107.0,0,19.0,17,10.0,0.663
72000.0,1,36.7,30,14.0,1.173
54064.0,0,24.2,21,8.0,0.181
39670.0,0,47.0,16,1.0,-1.297
44386.0,0,45.8,18,10.0,0.4
34573.0,0,29.0,27,1.0,-0.651
33014.0,0,30.3,27,7.0,-0.529
61105.0,1,33.4,23,8.0,0.586
61943.0,1,15.5,24,13.0,1.238
53512.0,0,41.4,21,5.0,0.021
57199.0,0,35.3,25,10.0,0.309
55464.0,1,47.7,22,19.0,1.702
60448.0,1,27.0,27,13.0,0.241
82298.0,0,31.8,22,25.0,2.602
47773.0,1,22.9,16,14.0,0.566
25763.0,0,28.0,28,0.0,-1.761
53878.0,1,26.2,23,11.0,0.753
57596.0,0,48.0,33,11.0,0.381
55258.0,0,31.0,19,17.0,1.29
59296.0,0,39.2,36,13.0,0.673
43706.0,0,34.2,27,6.0,-0.138
24347.0,0,25.3,22,2.0,-1.224
45360.0,0,36.3,33,5.0,-0.209
58144.0,0,44.0,29,1.0,-0.851
32538.0,1,25.9,19,2.0,-0.581
50077.0,0,46.1,19,12.0,0.589
60619.0,1,29.5,21,16.0,1.67
45306.0,0,33.2,29,10.0,0.395
36772.0,0,43.3,19,3.0,-1.196
55267.0,1,31.4,11,9.0,0.445
58569.0,0,38.4,21,14.0,1.197
44421.0,0,34.9,20,4.0,-0.61
48933.0,0,39.3,20,8.0,-0.134
43106.0,1,14.2,24,7.0,0.015
20166.0,0,19.7,23,5.0,-0.785
59742.0,0,44.2,22,13.0,0.648
46662.0,0,48.4,26,10.0,-0.121
51046.0,1,28.9,21,10.0,0.42
29656.0,0,35.6,22,2.0,-0.887
43350.0,0,40.9,11,4.0,-0.437
59296.0,1,44.9,19,13.0,0.722
35190.0,0,17.7,23,5.0,-0.373
53591.0,0,29.1,20,17.0,1.727
49649.0,0,34.7,32,5.0,-0.4
55390.0,1,45.0,19,8.0,0.225
63782.0,1,63.0,19,14.0,0.933
5783.0,0,35.7,22,0.0,-1.418
21457.0,0,23.9,25,0.0,-1.761
25966.0,0,42.0,28,0.0,-1.526
59585.0,1,51.2,22,14.0,1.263
43974.0,0,39.1,22,9.0,-0.552
83057.0,1,28.9,25,23.0,2.558
40961.0,0,47.6,14,1.0,-0.564
58913.0,1,44.6,22,9.0,0.185
53188.0,0,27.7,22,17.0,1.542
67016.0,0,41.8,30,21.0,2.006
72032.0,0,48.0,26,20.0,2.062
58897.0,1,49.8,23,13.0,1.208
66006.0,1,37.3,25,12.0,1.024
49996.0,1,34.4,23,10.0,0.593
64768.0,0,50.3,16,12.0,0.778
27721.0,0,25.9,18,2.0,-0.551
52695.0,0,42.4,24,2.0,-0.818
57139.0,0,24.3,15,9.0,-0.003
43598.0,0,48.7,24,10.0,-0.17
49544.0,0,35.4,31,7.0,-0.453
54456.0,1,50.7,22,15.0,0.696
64307.0,0,42.9,20,16.0,0.955
43018.0,0,25.8,26,10.0,0.088
54184.0,0,52.2,23,16.0,1.478
5364.0,0,53.5,25,1.0,-1.142
44450.0,1,46.8,23,6.0,-0.194
36488.0,0,30.4,20,3.0,-0.717
32585.0,0,34.9,24,0.0,-1.867
43719.0,0,39.5,21,9.0,-0.083
50907.0,0,31.0,27,8.0,-0.122
62068.0,0,54.9,25,17.0,1.513
53488.0,1,39.4,27,12.0,0.631
37287.0,0,11.0,26,3.0,-1.024
50041.0,1,41.4,20,20.0,1.854
62034.0,1,34.5,24,12.0,1.221
50673.0,1,37.3,20,9.0,0.582
55214.0,1,34.3,23,9.0,-0.226
29671.0,0,46.1,21,2.0,-0.959
47146.0,0,49.2,29,5.0,-0.372
65062.0,0,40.8,21,14.0,1.089
58565.0,1,34.6,27,19.0,1.885
65742.0,1,37.6,27,18.0,1.543
35110.0,0,38.2,22,3.0,-0.489
36531.0,0,30.0,18,1.0,-1.12
54360.0,0,43.8,32,9.0,0.141
23603.0,0,42.6,30,0.0,-1.768
46209.0,1,53.4,27,10.0,0.323
55417.0,1,50.6,20,8.0,-0.148
36438.0,0,31.1,18,4.0,-0.466
13147.0,0,46.2,20,0.0,-1.595
37278.0,0,28.5,24,16.0,0.514
46553.0,1,45.0,27,4.0,-0.533
22380.0,1,32.8,22,1.0,-1.17
23075.0,0,27.8,21,0.0,-2.872
38393.0,0,40.8,29,11.0,-0.028
63452.0,1,11.3,16,18.0,1.772
66182.0,1,20.5,23,16.0,1.661
32814.0,0,36.2,22,3.0,-0.457
19379.0,0,38.8,22,8.0,-0.602
50998.0,0,34.3,22,9.0,0.469
22824.0,0,22.2,16,2.0,-0.998
47727.0,0,29.8,22,8.0,0.302
53001.0,0,41.9,21,10.0,0.766
61902.0,0,43.8,21,15.0,1.227
56469.0,0,37.8,26,6.0,-0.1
41922.0,1,49.6,20,5.0,-0.204
31310.0,0,42.0,25,7.0,-0.878
19430.0,0,30.5,19,4.0,-0.827
41500.0,0,35.2,31,9.0,-0.226
50783.0,0,24.0,26,12.0,0.367
55933.0,1,36.9,30,13.0,0.914
40161.0,0,49.1,24,2.0,-0.803
65920.0,1,44.9,27,17.0,1.493
32231.0,0,52.0,19,7.0,-0.271
50785.0,1,35.0,30,7.0,-0.021
36406.0,0,51.5,25,4.0,-0.747
16201.0,0,36.1,23,0.0,-2.424
56880.0,1,52.7,28,13.0,0.884
50766.0,1,37.8,21,12.0,0.737
43544.0,0,45.1,23,4.0,-0.281
49372.0,1,52.8,26,4.0,0.067
64895.0,0,36.1,26,9.0,0.516
33567.0,0,40.2,28,2.0,-1.563
48145.0,1,50.9,26,4.0,-0.529
52712.0,0,36.7,24,14.0,0.794
10359.0,0,24.8,18,0.0,-1.254
50076.0,1,59.4,34,8.0,0.294
23038.0,0,33.3,26,0.0,-1.357
52435.0,1,39.6,29,10.0,0.466
49639.0,1,49.6,28,13.0,-0.036
29754.0,0,31.9,24,0.0,-1.615
58850.0,0,27.9,21,18.0,1.165
50039.0,1,40.5,31,3.0,-0.735
30492.0,0,20.1,27,6.0,-0.81
49632.0,1,35.1,13,13.0,0.201
65302.0,1,40.5,27,15.0,1.149
34571.0,0,35.3,26,1.0,-1.016
56080.0,1,22.6,22,6.0,0.062
60567.0,1,53.9,18,10.0,0.429
40317.0,0,39.0,12,12.0,0.693
50749.0,1,52.3,22,13.0,0.176
40294.0,0,35.4,26,3.0,-0.367
51161.0,0,29.2,26,3.0,-0.828
42599.0,0,40.7,19,5.0,0.086
24151.0,0,35.8,26,1.0,-1.072
11284.0,0,26.2,23,0.0,-2.921
55219.0,0,52.7,19,12.0,0.437
56124.0,1,31.8,19,15.0,0.904
11522.0,0,19.6,22,0.0,-2.363
44467.0,1,51.3,20,3.0,-1.01
44845.0,0,33.0,25,12.0,0.619
67851.0,1,31.9,19,18.0,2.057
38424.0,0,20.3,25,4.0,0.021
47227.0,0,55.4,23,3.0,-0.728
45955.0,1,25.1,24,7.0,-0.183
52866.0,0,38.6,24,19.0,1.375
33901.0,1,47.1,25,4.0,-0.646
49630.0,0,42.2,18,3.0,-0.799
50583.0,1,37.4,24,6.0,-0.483
37140.0,0,21.0,22,2.0,-0.953
46155.0,0,29.9,29,10.0,0.123
76246.0,0,39.9,22,22.0,1.625
42069.0,1,30.1,26,14.0,0.323
52301.0,1,40.0,30,7.0,-0.252
40775.0,0,44.8,34,7.0,-0.292
24294.0,0,47.6,18,2.0,-1.563
59364.0,1,25.7,9,13.0,0.883
45612.0,0,60.0,22,9.0,-0.078
41508.0,0,45.7,30,5.0,-0.18
82353.0,1,38.0,25,27.0,3.193
33129.0,0,48.9,19,12.0,0.299
49232.0,1,61.7,28,2.0,-0.752
30673.0,0,23.6,30,5.0,-0.426
75311.0,1,35.7,20,12.0,1.148
40891.0,0,14.2,27,13.0,0.113
38505.0,0,39.9,25,2.0,-1.438
42307.0,0,41.7,26,14.0,0.919
42975.0,0,37.6,26,5.0,-0.668
79006.0,1,31.5,33,20.0,1.873
63515.0,0,17.5,16,17.0,1.08
26968.0,0,41.7,20,4.0,-0.447
59134.0,1,52.6,21,17.0,1.281
49540.0,0,32.1,25,11.0,0.068
60481.0,1,42.4,27,16.0,0.853
51411.0,0,22.3,28,6.0,0.485
36247.0,1,42.6,28,2.0,-0.846
49494.0,0,34.1,27,2.0,-0.644
80284.0,1,30.4,26,14.0,1.03
41674.0,0,30.4,30,2.0,-0.335
41793.0,0,34.1,18,1.0,-0.404
35162.0,0,41.8,28,7.0,-0.955
58387.0,0,24.9,25,12.0,0.424
79388.0,1,34.0,28,21.0,2.063
23396.0,0,37.6,24,2.0,-1.068
37740.0,0,27.0,20,8.0,0.024
58767.0,1,56.0,21,18.0,1.412
66523.0,1,29.5,21,6.0,-0.08
54707.0,0,31.3,26,11.0,0.452
23018.0,0,28.2,10,2.0,-1.062
48233.0,0,56.0,29,8.0,0.428
50025.0,0,43.5,25,9.0,-0.187
61663.0,0,28.6,20,13.0,0.986
70093.0,1,49.1,24,17.0,1.187
76771.0,1,40.0,29,24.0,2.59
54588.0,0,40.6,24,15.0,0.58
51080.0,1,34.6,19,8.0,0.326
39718.0,0,30.5,30,7.0,0.194
34657.0,0,41.4,29,4.0,-0.353
55340.0,1,32.5,29,10.0,0.338
44552.0,0,56.2,19,9.0,-0.295
49944.0,0,25.3,27,12.0,0.168
72044.0,1,53.4,23,11.0,1.318
44550.0,0,36.9,24,2.0,-1.007
54720.0,1,41.0,19,8.0,1.14
67897.0,0,46.3,29,17.0,1.317
48431.0,0,31.7,24,10.0,-0.118
18937.0,0,46.6,28,0.0,-2.122
34820.0,0,10.9,26,5.0,-0.608
60191.0,1,30.8,25,16.0,1.297
59808.0,0,28.8,23,6.0,-0.023
31367.0,0,25.5,22,3.0,-0.999
40232.0,0,35.9,15,5.0,-0.505
56354.0,1,41.9,24,15.0,0.841
48178.0,0,45.0,22,11.0,0.547
32078.0,0,40.4,25,5.0,-0.239
50599.0,1,31.3,21,3.0,-0.367
45600.0,0,41.7,18,2.0,-0.392
31709.0,0,39.2,25,5.0,-0.922
59386.0,0,47.4,29,17.0,1.615
46337.0,1,45.8,23,7.0,-0.322
59070.0,1,38.3,27,19.0,1.217
63534.0,1,29.0,27,16.0,1.521
50292.0,1,31.5,32,13.0,0.998
40732.0,0,32.5,25,5.0,-0.432
53468.0,1,34.8,21,10.0,0.404
53670.0,0,40.7,24,12.0,-0.024
32822.0,0,45.2,19,6.0,-0.904
47947.0,1,37.5,19,11.0,0.324
21222.0,1,38.2,24,4.0,-1.179
71275.0,1,39.4,25,15.0,1.188
47193.0,1,32.8,17,6.0,-0.465
46256.0,0,28.7,25,9.0,0.201
38132.0,1,20.4,25,7.0,0.283
31534.0,0,31.0,27,9.0,-0.259
48373.0,0,42.7,25,13.0,0.587
46769.0,0,31.0,29,5.0,-0.475
60622.0,1,35.6,26,13.0,0.871
18401.0,0,42.7,29,0.0,-1.346
52731.0,1,43.2,21,7.0,0.126
64135.0,1,27.2,31,20.0,1.939
30714.0,0,48.0,27,1.0,-1.0
47132.0,0,49.3,29,3.0,-0.678
55196.0,0,26.7,23,11.0,0.514
53664.0,0,29.8,20,8.0,0.18
53209.0,1,49.9,22,8.0,0.351
58514.0,0,36.5,29,8.0,0.489
46398.0,1,15.8,19,12.0,0.635
57356.0,1,24.0,26,16.0,1.11
49733.0,1,35.5,24,7.0,0.41
38751.0,0,26.4,16,7.0,-0.241
41159.0,0,33.9,20,13.0,0.673
68847.0,1,38.3,24,17.0,1.9
57815.0,0,52.6,28,10.0,-0.133
24130.0,0,35.1,25,1.0,-0.975
51259.0,1,48.7,20,14.0,1.107
35909.0,0,52.3,26,7.0,-0.12
42774.0,0,52.3,27,0.0,-2.173
60315.0,1,40.8,15,15.0,0.847
35069.0,0,18.4,33,3.0,-0.535
44351.0,0,42.6,21,7.0,-0.091
51977.0,0,48.5,23,11.0,0.332
41441.0,0,37.2,22,12.0,0.19
56193.0,1,55.4,31,10.0,0.709
41802.0,0,46.6,35,4.0,-0.435
48012.0,0,43.7,34,14.0,0.513
42940.0,1,48.9,23,7.0,-0.26
60391.0,1,41.3,26,14.0,0.739
41268.0,0,13.1,28,10.0,0.615
53506.0,0,33.0,23,2.0,-0.935
67453.0,1,50.0,18,14.0,1.086
27396.0,0,29.9,26,3.0,-0.536
36138.0,1,35.8,18,9.0,0.808
43940.0,1,27.6,18,9.0,0.367
77209.0,1,55.8,20,22.0,1.838
52964.0,1,54.8,31,7.0,-0.223
38996.0,0,29.2,27,9.0,-0.349
39576.0,0,39.5,22,8.0,-0.019
31908.0,0,31.2,19,5.0,-0.303
53301.0,1,44.1,15,15.0,0.8
23470.0,1,43.1,36,0.0,-1.616
28982.0,0,46.1,18,4.0,-1.054
43532.0,0,41.3,26,0.0,-1.068
58237.0,1,67.4,28,16.0,0.95
72673.0,1,27.7,29,20.0,1.711
47088.0,0,20.9,24,8.0,-0.104
34348.0,0,34.1,28,5.0,-0.169
35942.0,0,22.3,21,8.0,0.07
63855.0,0,23.1,18,16.0,1.162
23164.0,0,28.0,16,3.0,-0.927
46817.0,0,28.8,29,11.0,0.238
76590.0,1,28.5,35,16.0,0.975
58829.0,0,43.2,21,10.0,0.501
46398.0,0,32.9,21,7.0,0.19
61469.0,0,36.2,15,14.0,1.001
13455.0,0,46.9,25,0.0,-2.703
62531.0,1,30.3,22,14.0,0.678
20184.0,0,35.4,24,2.0,-0.654
25867.0,1,41.7,27,0.0,-1.831
32331.0,0,18.6,29,14.0,0.511
63397.0,1,14.2,31,16.0,1.374
41580.0,0,41.5,23,7.0,-0.137
72658.0,1,42.9,33,12.0,0.953
77738.0,1,58.6,33,17.0,1.612
57007.0,0,39.6,26,15.0,1.315
61859.0,0,46.2,21,21.0,1.64
57058.0,0,36.0,27,12.0,0.742
40971.0,0,41.0,21,6.0,0.075
27618.0,0,54.7,23,0.0,-1.602
50195.0,0,16.8,29,8.0,-0.246
29068.0,0,42.1,26,3.0,-0.843
73473.0,1,59.4,24,24.0,2.171
40253.0,0,40.8,22,8.0,-0.176
77019.0,1,54.5,24,7.0,0.123
56940.0,1,31.7,17,10.0,0.551
54332.0,0,37.7,24,9.0,0.044
73336.0,1,38.3,19,15.0,1.695
39085.0,0,15.8,16,5.0,-0.623
49372.0,0,26.3,25,6.0,0.195
37167.0,0,27.0,24,6.0,-0.742
21787.0,1,46.2,25,2.0,-1.32
40630.0,0,46.7,19,5.0,-0.612
46975.0,1,41.2,24,6.0,-0.037
48048.0,1,46.2,23,6.0,-0.429
39278.0,1,36.4,27,3.0,-0.692
35032.0,0,50.0,20,0.0,-1.406
52735.0,0,38.1,31,7.0,-0.083
4533.0,0,38.6,29,0.0,-1.505
49651.0,0,35.3,22,13.0,0.76
35357.0,1,44.8,26,11.0,0.082
28789.0,0,33.8,25,1.0,-1.458
38948.0,0,47.8,18,7.0,-0.309
47723.0,1,26.7,23,0.0,-0.752
47240.0,0,27.0,17,9.0,0.319
61232.0,1,44.9,25,14.0,1.34
30674.0,0,37.1,29,0.0,-1.875
41354.0,0,33.5,16,7.0,0.115
42830.0,0,46.9,37,6.0,-0.16
55894.0,0,31.9,28,14.0,0.671
62362.0,1,36.0,21,10.0,0.213
45104.0,0,52.0,26,6.0,-0.752
48416.0,0,53.4,27,3.0,-0.319
60414.0,0,53.7,28,3.0,-0.796
54230.0,1,35.2,23,16.0,1.076
44264.0,1,50.3,26,11.0,0.021
68755.0,1,28.5,16,16.0,1.901
55032.0,0,28.9,25,7.0,-0.061
24440.0,0,14.5,20,6.0,-0.708
43181.0,0,54.7,24,0.0,-1.514
9153.0,0,29.4,18,0.0,-1.803
24431.0,0,36.7,23,0.0,-1.584
48828.0,0,28.9,28,8.0,0.267
45286.0,0,45.0,26,8.0,0.509
20492.0,0,34.2,25,0.0,-1.581
63956.0,1,25.0,29,15.0,0.895
54398.0,1,42.4,25,3.0,-0.483
28694.0,0,23.7,30,9.0,0.147
68132.0,1,29.6,28,19.0,1.612
54095.0,1,16.9,22,13.0,0.897
43301.0,1,23.8,24,3.0,-0.269
32639.0,0,39.8,28,3.0,-0.891
6708.0,0,18.4,29,0.0,-2.152
46887.0,0,23.2,27,3.0,-0.719
54738.0,1,38.0,25,6.0,-0.211
31507.0,0,32.6,25,2.0,-0.987
43306.0,0,57.9,29,8.0,-0.131
43398.0,0,56.3,23,13.0,0.077
19915.0,0,29.3,23,7.0,-0.225
40466.0,0,43.6,23,7.0,-0.65
53390.0,0,45.5,20,10.0,0.169
52310.0,1,32.0,19,10.0,0.442
28381.0,0,23.0,22,2.0,-1.09
64580.0,1,37.9,18,14.0,1.411
35132.0,0,36.3,17,8.0,-0.099
40576.0,0,33.6,25,4.0,0.019
55431.0,1,42.4,23,11.0,0.708
53446.0,1,30.5,16,10.0,0.233
68541.0,1,26.5,24,16.0,0.953
50376.0,1,39.1,28,13.0,0.287
30071.0,0,41.9,26,4.0,-0.612
51258.0,1,26.2,27,10.0,0.362
47359.0,0,47.3,18,3.0,-1.144
36185.0,0,20.3,26,6.0,0.109
52421.0,0,32.2,33,9.0,-0.033
58603.0,1,35.4,39,5.0,-0.208
39623.0,0,31.6,25,7.0,-0.129
15764.0,0,32.3,24,0.0,-1.882
45822.0,0,56.7,25,6.0,-0.549
51064.0,1,29.5,27,10.0,0.093
56738.0,0,62.4,28,11.0,0.16
48713.0,0,42.4,19,3.0,-1.028
59663.0,0,38.9,15,16.0,1.266
27982.0,1,42.8,21,7.0,-0.866
60761.0,0,63.3,24,11.0,0.969
52368.0,1,28.1,19,14.0,0.427
45302.0,0,26.8,23,4.0,-0.646
66597.0,1,30.5,25,20.0,1.775
28252.0,0,38.3,29,0.0,-1.194
43072.0,0,20.7,28,12.0,0.919
62020.0,0,38.2,28,15.0,1.001
70479.0,1,54.9,31,6.0,-0.671
62356.0,1,39.5,21,17.0,1.392
44376.0,0,35.1,21,5.0,-0.25
42954.0,0,31.8,24,17.0,0.289
42021.0,1,47.0,24,12.0,0.26
44623.0,0,29.7,20,9.0,-0.134
57525.0,0,56.5,24,12.0,0.811
39737.0,1,57.3,17,12.0,0.793
36683.0,0,40.6,22,0.0,-1.749
66363.0,1,37.9,22,18.0,1.304
26387.0,0,48.3,21,0.0,-1.662
58857.0,1,48.9,26,12.0,1.033
60954.0,0,29.9,27,16.0,1.127
34330.0,0,32.7,23,2.0,-1.091
40297.0,0,24.8,20,4.0,-0.411
40889.0,0,42.1,25,0.0,-1.106
56783.0,1,44.7,25,10.0,-0.215
54923.0,0,24.5,23,7.0,-0.308
44778.0,0,33.4,14,10.0,0.78
57915.0,1,24.5,29,13.0,1.31
66289.0,1,29.0,25,16.0,1.396
33448.0,0,43.5,28,6.0,-0.562
36245.0,0,30.7,24,8.0,-0.209
27949.0,0,35.0,24,0.0,-1.683
41295.0,0,21.7,31,0.0,-0.806
66466.0,0,39.9,22,14.0,0.965
65980.0,1,37.6,26,21.0,1.616
32600.0,0,30.7,24,3.0,-1.234
39549.0,0,36.1,25,5.0,-0.592
45695.0,0,39.8,28,13.0,-0.026
41212.0,0,29.9,28,11.0,0.28
27325.0,1,23.2,19,5.0,-0.81
58530.0,0,56.1,27,11.0,0.424
35501.0,1,31.7,29,4.0,-0.474
30066.0,0,37.0,23,6.0,-0.014
55418.0,1,48.1,23,12.0,0.546
62213.0,0,73.3,26,8.0,0.006
16138.0,0,25.6,28,2.0,-0.436
42253.0,0,42.5,26,5.0,-0.11
47280.0,0,30.9,20,7.0,-0.088
27364.0,1,32.6,21,7.0,-0.37
42907.0,1,30.8,29,6.0,-0.259
56380.0,1,26.7,25,17.0,1.599
45012.0,0,37.6,32,9.0,0.561
36223.0,0,23.3,26,6.0,-0.295
47598.0,1,47.5,19,15.0,0.697
33426.0,1,38.6,20,6.0,-0.334
61637.0,1,42.2,22,12.0,1.173
72154.0,1,33.3,38,8.0,0.37
49624.0,0,34.3,27,9.0,-0.107
57888.0,0,40.9,20,10.0,0.448
30182.0,0,26.4,22,0.0,-1.571
28562.0,1,34.4,26,0.0,-1.127
32470.0,0,29.4,28,2.0,-1.194
53561.0,0,29.1,22,8.0,0.143
72652.0,1,16.9,27,18.0,1.733
76341.0,1,51.4,15,20.0,2.231
56387.0,0,31.1,28,14.0,0.638
71658.0,0,49.6,21,11.0,0.501
30106.0,0,48.7,17,0.0,-1.801
33038.0,0,25.1,20,2.0,-0.543
34922.0,1,27.1,18,7.0,-0.788
35757.0,1,63.6,24,7.0,-0.621
67185.0,1,55.5,24,3.0,-0.168
53519.0,0,37.7,32,4.0,-0.472
21700.0,0,40.6,22,0.0,-1.979
69075.0,0,31.7,18,10.0,0.748
37835.0,0,42.3,25,1.0,-1.073
44548.0,1,30.8,16,10.0,0.239
76692.0,1,17.7,23,20.0,2.074
37774.0,1,24.8,23,4.0,-0.919
21171.0,0,38.2,24,0.0,-2.53
30119.0,0,26.7,31,2.0,-0.286
53628.0,1,37.3,20,17.0,1.101
80396.0,1,27.3,18,22.0,1.958
44817.0,1,30.2,21,6.0,-1.23
63561.0,0,46.5,25,7.0,0.497
59737.0,1,40.5,21,7.0,-0.465
50133.0,0,37.9,34,3.0,-0.106
79907.0,0,46.8,14,27.0,2.644
18980.0,0,42.8,18,0.0,-1.503
45770.0,0,52.5,26,8.0,0.254
33616.0,0,33.4,23,12.0,0.468
54413.0,0,33.7,23,13.0,1.086
28356.0,0,25.0,28,9.0,0.098
56501.0,0,33.7,24,10.0,0.308
44255.0,0,47.6,22,9.0,-0.392
33370.0,0,51.0,22,13.0,0.269
44203.0,1,47.6,27,5.0,-0.343
68509.0,1,20.1,25,14.0,0.622
41584.0,0,48.8,27,6.0,-0.37
42780.0,1,19.6,30,7.0,0.377
31312.0,0,47.0,23,6.0,-0.029
45516.0,0,34.3,33,19.0,1.126
51122.0,0,45.0,32,8.0,-0.051
